"id","first_name","last_name","role_name","street_number","street_name","city","province","postal_code","country","phone_number","email_address","sin","company_name","institution_number","transit_number","account_number","start_date","salary","branch_id"
"42","Richard","Evans","Actor","811","Centre Rd.","Holyrood","Newfoundland and Labrador","A7C 2L1","Canada","(709) 449-5581","revans157@nci.ca","123412075","New Canada Incorporated","808","60344","6690839","2015-07-27","4"
"43","Albert","Sayles","Customer Service Representative","633","Church St.","Trinity Bay North","Newfoundland and Labrador","A3E 2L1","Canada","(709) 701-1055","asayles828@nci.ca","118897553","New Canada Incorporated","219","89080","8438310","2014-09-23","9"
"44","Darryl","Knox","Dermatologist","600","Eighth Ave.","Bay Roberts","Newfoundland and Labrador","A3B 2X1","Canada","(709) 820-1135","dknox950@nci.ca","194829165","New Canada Incorporated","1","53109","4455545","2012-01-03","3"
"45","Herbert","Strait","Kinesiologist ","871","Lakeview Rd.","Halifax","Nova Scotia","B0A 2R4","Canada","(902) 609-1952","hstrait586@nci.ca","123423189","New Canada Incorporated","338","21360","6711863","2020-08-05","3"
"46","Kory","Keller","Mechanical Engineer","423","Third Blvd.","Cape Breton","Nova Scotia","B1A 0S3","Canada","(902) 289-7360","kkeller612@nci.ca","182899121","New Canada Incorporated","879","66825","6937271","2009-04-09","10"
"47","Samuel","Packard","Data Engineer","633","Lake Rd.","Halifax","Nova Scotia","B0A 2R5","Canada","(902) 488-7051","spackard177@nci.ca","103247061","New Canada Incorporated","522","32081","0519001","2020-11-08","1"
"48","Carol","Hartwig","Chemical Engineer","859","Birch Rd.","New-Wes-Valley","Newfoundland and Labrador","A5D 1S1","Canada","(709) 545-2282","chartwig224@nci.ca","180054851","New Canada Incorporated","322","28855","8854538","2013-02-21","7"
"49","Julio","Roberts","Analyst","721","Railway Rd.","Halifax","Nova Scotia","B0A 2R5","Canada","(902) 609-8466","jroberts794@nci.ca","102665685","New Canada Incorporated","265","73189","7861196","2017-01-22","6"
"50","Patricia","Estes","Paralegal","478","Cambell Rd.","Cape Breton","Nova Scotia","B1A 0S4","Canada","(902) 488-7034","pestes169@nci.ca","164824311","New Canada Incorporated","548","16167","8172717","2015-05-05","5"
"51","Lamont","Pressnell","Fireman","798","Main St.","Halifax","Nova Scotia","B0A 2R5","Canada","(902) 696-5250","lpressnell790@nci.ca","146929774","New Canada Incorporated","336","43126","1500891","2016-01-25","10"
"52","Michele","Crandell","Lawyer","281","Willow Rd.","Stephenville","Newfoundland and Labrador","A2B 3X2","Canada","(709) 751-9497","mcrandell203@nci.ca","139475942","New Canada Incorporated","815","92425","9992992","2015-02-01","8"
"53","Patrick","Perze","Business Strategist","351","Aspen Ct.","Halifax","Nova Scotia","B0A 2R6","Canada","(902) 609-1750","pperze796@nci.ca","175347740","New Canada Incorporated","39","26351","3629651","2015-02-24","8"
"54","Katherine","Malone","Accountant","764","Seventh St.","Logy Bay-Middle Cove-Outer Cove","Newfoundland and Labrador","A8C 3C1","Canada","(709) 449-1220","kmalone575@nci.ca","115118847","New Canada Incorporated","626","93179","2590891","2013-04-16","1"
"55","Margaret","Zarate","Mechanical Engineer","152","Sixth Rd.","Halifax","Nova Scotia","B0A 2R6","Canada","(902) 692-0218","mzarate541@nci.ca","116139222","New Canada Incorporated","550","32528","7289720","2020-03-12","2"
"56","Steven","Shelby","Professor","639","Poplar Blvd.","Halifax","Nova Scotia","B0A 2R6","Canada","(902) 526-4784","sshelby858@nci.ca","143185891","New Canada Incorporated","550","32007","8833824","2004-06-15","2"
"57","Dee","Mckoy","Garbage Truck Drive","360","Eighth Rd.","Halifax","Nova Scotia","B0A 2R6","Canada","(902) 609-9637","dmckoy43@nci.ca","128182632","New Canada Incorporated","333","85416","8019452","2015-08-03","5"
"58","Russell","Kelker","Front-End Developer","476","Fourth Rd.","Springdale","Newfoundland and Labrador","A3C 0E1","Canada","(709) 545-8041","rkelker622@nci.ca","171313720","New Canada Incorporated","819","31115","2945016","2016-07-04","7"
"59","Shirley","Buehler","Marine Biologist ","63","First Rd.","Middle Arm","Newfoundland and Labrador","A2N 3D1","Canada","(709) 182-5119","sbuehler321@nci.ca","127831080","New Canada Incorporated","808","63407","3639886","2022-03-01","1"
"60","Albert","Massie","Marine Biologist ","862","Seventh Rd.","Irishtown-Summerside","Newfoundland and Labrador","A4F 3H1","Canada","(709) 182-4584","amassie590@nci.ca","116122129","New Canada Incorporated","630","35749","9031834","2006-05-01","9"
"61","Bradford","Miller","Chemical Engineer","229","Martin Blvd.","Springdale","Newfoundland and Labrador","A3C 0E2","Canada","(709) 751-8209","bmiller218@nci.ca","173063919","New Canada Incorporated","328","46099","5743762","2013-07-02","2"
"62","Linda","Epstein","Artist","502","Elm Rd.","Halifax","Nova Scotia","B0A 2R6","Canada","(902) 526-6894","lepstein753@nci.ca","160900438","New Canada Incorporated","570","69889","2945344","2021-08-18","2"
"63","Michael","Cain","Executive","488","Tenth Rd.","Halifax","Nova Scotia","B0A 2R6","Canada","(902) 454-1194","mcain463@nci.ca","124808339","New Canada Incorporated","621","87531","0821329","2018-07-20","6"
"64","Peggy","Gallardo","Farmer","888","Centre Cres","Halifax","Nova Scotia","B0A 2R6","Canada","(902) 901-8114","pgallardo506@nci.ca","126853556","New Canada Incorporated","330","10186","2044250","2017-05-18","2"
"65","James","Birk","Paramedic","299","Church Dr.","Rose Blanche-Harbour le Cou","Newfoundland and Labrador","A3Q 3A1","Canada","(709) 415-7558","jbirk716@nci.ca","136408466","New Canada Incorporated","352","66203","3579649","2015-03-13","8"
"66","Leslie","Cambre","Paramedic","196","Centre Rd.","Halifax","Nova Scotia","B0A 2R6","Canada","(902) 488-0021","lcambre480@nci.ca","126712851","New Canada Incorporated","177","93506","3812636","2009-08-14","3"
"67","Harris","Amey","Data Engineer","775","James Blvd.","Cape Breton","Nova Scotia","B1A 0S4","Canada","(902) 289-2513","hamey909@nci.ca","162787411","New Canada Incorporated","1","41988","7282739","2021-08-25","10"
"68","Emily","Hawkins","Associate","413","Church Rd.","Bonavista","Newfoundland and Labrador","A1C 3S1","Canada","(709) 233-7274","ehawkins969@nci.ca","153515698","New Canada Incorporated","349","18234","7674315","2017-05-21","1"
"69","Joseph","Burgoon","Paralegal","807","Cedar Dr.","LaScie","Newfoundland and Labrador","A3H 1L1","Canada","(709) 415-3943","jburgoon563@nci.ca","176622273","New Canada Incorporated","270","61895","0383697","2017-11-21","1"
"70","Wendy","Adams","Dentist","922","Third St.","Baie Verte","Newfoundland and Labrador","A2F 2T2","Canada","(709) 289-6445","wadams663@nci.ca","193168946","New Canada Incorporated","360","96162","0827987","2010-07-13","5"
"71","Ronald","Morales","Data Engineer","514","Maple Ave.","Sandringham","Newfoundland and Labrador","A8U 3I1","Canada","(709) 310-1500","rmorales273@nci.ca","130120216","New Canada Incorporated","342","48827","9593445","2015-01-10","4"
"72","Carrie","Gross","Accountant","796","Spruce St.","Roddickton-Bide Arm","Newfoundland and Labrador","A8G 2L1","Canada","(709) 289-8862","cgross522@nci.ca","106709729","New Canada Incorporated","568","62387","9728623","2021-02-07","9"
"73","Wilbert","Johnson","Front-End Developer","536","Fifth Ave.","Stephenville Crossing","Newfoundland and Labrador","A5E 1L1","Canada","(709) 182-9958","wjohnson428@nci.ca","111215449","New Canada Incorporated","1","88754","0852945","2019-04-11","4"
"74","Kathleen","Bradshaw","Administrative Assistant","559","Queen St.","Halifax","Nova Scotia","B0A 2R6","Canada","(902) 757-7939","kbradshaw453@nci.ca","197747703","New Canada Incorporated","532","61612","2981333","2015-08-04","4"
"75","Tammie","Martin","Mechanical Engineer","962","First Rd.","Halifax","Nova Scotia","B0A 2R7","Canada","(902) 696-1222","tmartin333@nci.ca","170899794","New Canada Incorporated","606","36205","7041514","2019-03-05","7"
"76","Gladys","Dubie","Back-End Developer","302","River Rd.","Halifax","Nova Scotia","B0A 2R8","Canada","(902) 829-4713","gdubie858@nci.ca","114165070","New Canada Incorporated","340","23753","7850204","2017-09-17","9"
"77","Phillip","Bothwell","Electrician","511","Main Rd.","Halifax","Nova Scotia","B0A 2R8","Canada","(902) 115-7355","pbothwell828@nci.ca","172607120","New Canada Incorporated","323","27422","1501738","2017-03-01","3"
"78","Gregory","Oyler","Artist","65","Martin Ave.","North River","Newfoundland and Labrador","A6K 3T1","Canada","(709) 151-7284","goyler942@nci.ca","140403339","New Canada Incorporated","269","19537","1345047","2019-06-15","1"
"79","Joshua","Mentz","Cardiovascular Surgeon","916","Second Rd.","Halifax","Nova Scotia","B0A 2R8","Canada","(902) 533-5237","jmentz788@nci.ca","136572386","New Canada Incorporated","540","19306","3746379","2021-12-18","2"
"80","Raven","Peterman","Analyst","249","Spruce Rd.","Upper Island Cove","Newfoundland and Labrador","A0F 3S1","Canada","(709) 289-7018","rpeterman941@nci.ca","116025645","New Canada Incorporated","551","90688","6337566","2015-05-22","6"
"81","Bradley","Pierce","Nurse","863","First Ave.","Harbour Grace","Newfoundland and Labrador","A4C 3H1","Canada","(709) 548-2579","bpierce503@nci.ca","189256416","New Canada Incorporated","275","85377","1319330","2019-02-23","2"
"82","William","Osborn","Orthodontist","986","Third St.","Halifax","Nova Scotia","B0A 2R8","Canada","(902) 533-1735","wosborn24@nci.ca","101522358","New Canada Incorporated","349","33207","4321431","2022-06-23","10"
"83","Steven","Thom","Back-End Developer","524","Maple Ave.","Triton","Newfoundland and Labrador","A0H 1A2","Canada","(709) 178-5571","sthom264@nci.ca","106920524","New Canada Incorporated","309","73634","1009868","2020-07-04","6"
"84","James","Simon","Neurosurgeon","23","Sixth Ave.","South River","Newfoundland and Labrador","A0J 1Q1","Canada","(709) 479-2247","jsimon137@nci.ca","107761554","New Canada Incorporated","819","83495","5921211","2015-03-04","10"
"85","Donna","Muzquiz","Firmware Engineer","648","William Ave.","Halifax","Nova Scotia","B0A 2R8","Canada","(902) 526-0968","dmuzquiz766@nci.ca","107267891","New Canada Incorporated","343","41112","0014839","2019-09-19","3"
"86","Shirley","Sullivan","Associate Professor","828","Mountain Rd.","Halifax","Nova Scotia","B0A 2R9","Canada","(902) 901-8271","ssullivan103@nci.ca","158425703","New Canada Incorporated","830","43489","8983500","2014-06-25","5"
"87","April","Freiler","Kinesiologist ","916","King Dr.","Cape Breton","Nova Scotia","B1A 0S4","Canada","(902) 829-9584","afreiler286@nci.ca","160105764","New Canada Incorporated","241","86411","8167751","2018-05-10","3"
"88","Johnny","Krick","Associate Professor","325","Pine Rd.","Cape Breton","Nova Scotia","B1A 0S4","Canada","(902) 289-7625","jkrick69@nci.ca","156594377","New Canada Incorporated","829","59213","0036090","2011-09-17","4"
"89","Julia","Kuykendall","Actuary","370","Maple Rd.","Hughes Brook","Newfoundland and Labrador","A7T 1G1","Canada","(709) 178-5827","jkuykendall336@nci.ca","105548912","New Canada Incorporated","625","54257","9667616","2005-09-08","9"
"90","Arthur","Wallace","Zoo Keeper","334","Third Blvd.","Grand Bank","Newfoundland and Labrador","A1D 3R2","Canada","(709) 626-4545","awallace378@nci.ca","123312879","New Canada Incorporated","899","85647","9833465","2021-08-17","4"
"91","Orlando","Foley","Gardener","788","King Rd.","Marystown","Newfoundland and Labrador","A4B 0Y1","Canada","(709) 545-5716","ofoley5@nci.ca","130996698","New Canada Incorporated","10","86995","9216529","2015-06-06","1"
"92","Rosa","Beeson","Chef","618","Birch Rd.","Deer Lake","Newfoundland and Labrador","A5B 3V1","Canada","(709) 415-5663","rbeeson943@nci.ca","111100286","New Canada Incorporated","846","68247","2096105","2014-08-18","1"
"93","Matthew","Conard","Janitor","234","Victoria Rd.","Clarke's Beach","Newfoundland and Labrador","A1F 1N1","Canada","(709) 548-9848","mconard171@nci.ca","167148031","New Canada Incorporated","311","37755","9024411","2010-05-17","1"
"94","Danielle","Roche","Athlete","242","Third Rd.","Petty Harbour-Maddox Cove","Newfoundland and Labrador","A5G 1E1","Canada","(709) 751-9782","droche396@nci.ca","101688001","New Canada Incorporated","522","16791","8609555","2011-11-21","8"
"95","Sabrina","Jernigan","Firmware Engineer","115","First Cres","Victoria","Newfoundland and Labrador","A2E 2X1","Canada","(709) 310-9392","sjernigan168@nci.ca","160072279","New Canada Incorporated","242","75797","9536913","2021-07-05","2"
"96","Michael","Moran","Customer Service Representative","511","William Rd.","Halifax","Nova Scotia","B0A 2R9","Canada","(902) 454-5585","mmoran823@nci.ca","123597412","New Canada Incorporated","277","99049","6798565","2019-07-04","4"
"97","Nicole","Martinez","Zoo Keeper","97","Pine Rd.","Halifax","Nova Scotia","B0A 2S0","Canada","(902) 696-6380","nmartinez878@nci.ca","101706803","New Canada Incorporated","342","32325","6695634","2017-12-24","1"
"98","Joan","Evans","Garbage Truck Assistant","470","Tenth St.","Halifax","Nova Scotia","B0A 2S0","Canada","(902) 289-1752","jevans650@nci.ca","155238448","New Canada Incorporated","810","35257","6878857","2020-10-05","10"
"99","Winston","Greene","Paramedic","774","Willow Rd.","Labrador City","Newfoundland and Labrador","A0B 0Y1","Canada","(709) 545-0574","wgreene912@nci.ca","136603363","New Canada Incorporated","347","25512","1736921","2020-12-03","2"
"100","Walter","Bittner","Musician","416","Park Blvd.","Halifax","Nova Scotia","B0A 2S0","Canada","(902) 901-6086","wbittner864@nci.ca","100610378","New Canada Incorporated","807","30430","9738536","2006-11-19","5"
"101","Nicole","Leach","Artist","360","Church Rd.","Placentia","Newfoundland and Labrador","A9B 3E1","Canada","(709) 734-3844","nleach738@nci.ca","145866282","New Canada Incorporated","830","45025","1222328","2016-04-26","4"
"102","Darrell","Camarillo","Dermatologist","558","Spruce Ave.","Glovertown","Newfoundland and Labrador","A7D 3P1","Canada","(709) 701-0066","dcamarillo719@nci.ca","199462236","New Canada Incorporated","345","85215","4846317","2022-11-16","3"
"103","Virginia","Hernandez","Consultant","184","Centre Rd.","Halifax","Nova Scotia","B0A 2S1","Canada","(902) 526-4421","vhernandez693@nci.ca","103498458","New Canada Incorporated","608","39707","1262601","2021-11-02","3"
"104","Maria","Herrick","Fireman","816","Fourth Rd.","Clarenville","Newfoundland and Labrador","A1B 1D1","Canada","(709) 151-5215","mherrick689@nci.ca","115680895","New Canada Incorporated","630","40672","3691530","2010-01-23","10"
"105","Agnes","Evans","Chemical Engineer","436","Seventh Dr.","St. Jacques-Coomb's Cove","Newfoundland and Labrador","A5L 2V1","Canada","(709) 182-4001","aevans716@nci.ca","196218714","New Canada Incorporated","580","18184","9698814","2006-03-04","10"
"106","Mary","Mcfarland","Associate","346","Poplar Dr.","Cape Breton","Nova Scotia","B1A 0S5","Canada","(902) 533-7487","mmcfarland857@nci.ca","156767262","New Canada Incorporated","339","31913","4291877","2017-10-26","8"
"107","Annette","Becker","Software Engineer","153","Smith St.","Halifax","Nova Scotia","B0A 2S1","Canada","(902) 609-3707","abecker656@nci.ca","152299948","New Canada Incorporated","808","12834","6849445","2018-03-13","7"
"108","Susanne","Spinks","Associate","886","Second Rd.","Halifax","Nova Scotia","B0A 2S2","Canada","(902) 289-0980","sspinks366@nci.ca","162947882","New Canada Incorporated","889","91585","7819105","2019-03-19","7"
"109","Billy","Potter","Artist","965","Fourth Rd.","Sheshatshiu","Newfoundland and Labrador","A5F 0J1","Canada","(709) 415-5661","bpotter201@nci.ca","114461669","New Canada Incorporated","343","84803","4524515","2012-07-25","3"
"110","Beth","Quinto","Farmer","352","Second St.","Stephenville","Newfoundland and Labrador","A2B 3X3","Canada","(709) 479-8368","bquinto756@nci.ca","141001033","New Canada Incorporated","842","89393","6963255","2022-02-03","10"
"111","Toby","Jordan","Garbage Truck Assistant","408","Eleventh Ave.","St. Anthony","Newfoundland and Labrador","A0D 2Y1","Canada","(709) 929-8971","tjordan635@nci.ca","146896585","New Canada Incorporated","837","49210","3581681","2021-12-23","8"
"112","Edward","Finger","Cardiovascular Surgeon","432","Birch St.","Channel-Port aux Basques","Newfoundland and Labrador","A7B 3M1","Canada","(709) 415-5396","efinger985@nci.ca","180357817","New Canada Incorporated","16","49605","8574712","2021-06-23","2"
"113","Isaiah","Burns","Orthodontist","363","Sixth Rd.","Holyrood","Newfoundland and Labrador","A7C 2L2","Canada","(709) 289-1543","iburns654@nci.ca","129409380","New Canada Incorporated","536","24556","0358882","2021-06-19","8"
"114","Jan","Honeycutt","Consultant","760","Sixth St.","Whitbourne","Newfoundland and Labrador","A3G 1A1","Canada","(709) 415-3398","jhoneycutt275@nci.ca","170101829","New Canada Incorporated","357","46061","3995125","2012-06-09","5"
"115","Sandra","Morrone","Associate Professor","718","Railway Rd.","Halifax","Nova Scotia","B0A 2S2","Canada","(902) 533-5194","smorrone684@nci.ca","154733373","New Canada Incorporated","568","74573","3964528","2015-07-20","2"
"116","Charles","Walker","Neurosurgeon","106","Maple Rd.","Halifax","Nova Scotia","B0A 2S2","Canada","(902) 488-3990","cwalker808@nci.ca","108658353","New Canada Incorporated","294","91852","4325719","2009-07-05","3"
"117","Sheryl","Sabo","Gardener","881","Church St.","Halifax","Nova Scotia","B0A 2S3","Canada","(902) 488-5327","ssabo422@nci.ca","157226888","New Canada Incorporated","630","21508","5541338","2019-12-06","1"
"118","Francis","Dye","Zoo Keeper","487","Pine St.","Terrenceville","Newfoundland and Labrador","A1N 3G1","Canada","(709) 626-6510","fdye563@nci.ca","197047328","New Canada Incorporated","592","25150","5053911","2022-01-25","6"
"119","Anthony","Nebergall","Back-End Developer","178","Main Dr.","Halifax","Nova Scotia","B0A 2S3","Canada","(902) 603-5398","anebergall370@nci.ca","144013894","New Canada Incorporated","242","11749","3066802","2016-05-04","2"
"120","Doris","Uresti","Customer Service Representative","591","Sixth Ave.","Bay Roberts","Newfoundland and Labrador","A3B 2X1","Canada","(709) 527-4545","duresti983@nci.ca","181634065","New Canada Incorporated","6","45130","2442350","2017-12-11","8"
"121","Alfred","Mills","Janitor","442","Maple Ave.","Marystown","Newfoundland and Labrador","A4B 0Y1","Canada","(709) 929-4651","amills614@nci.ca","159489567","New Canada Incorporated","344","19190","0976535","2016-10-05","7"
"122","Leland","Vlashi","Musician","256","King Blvd.","Labrador City","Newfoundland and Labrador","A0B 0Y1","Canada","(709) 659-2084","lvlashi94@nci.ca","139423272","New Canada Incorporated","277","94670","5805562","2018-01-20","7"
"123","Suzie","Dixon","Chemical Engineer","549","Main Ave.","Witless Bay","Newfoundland and Labrador","A4E 1I1","Canada","(709) 548-3922","sdixon103@nci.ca","154846225","New Canada Incorporated","318","80747","3871880","2009-03-04","8"
